Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
10.0.0.40,10.0.0.15,24,4440,12,2220,12,2220,6.928228847,2.533929441,7008.877087,7008.877087
10.0.0.40,10.0.0.46,24,4440,12,2220,12,2220,6.969387665,1.99817834,8888.095544,8888.095544
10.0.0.40,10.0.0.36,8,1480,4,740,4,740,7.005086339,4.912912742,1204.987817,1204.987817
10.0.0.40,10.0.0.11,24,4440,12,2220,12,2220,7.092007082,3.838986308,4626.22124,4626.22124
10.0.0.40,10.0.0.34,8,1480,4,740,4,740,8.029016168,2.578970793,2295.489354,2295.489354
10.0.0.40,10.0.0.30,24,4440,12,2220,12,2220,8.585850461,4.008724458,4430.336928,4430.336928
10.0.0.40,10.0.0.35,8,1480,4,740,4,740,8.648084798,3.828096693,1546.460415,1546.460415
10.0.0.40,10.0.0.18,16,2960,8,1480,8,1480,8.656073425,3.805677174,3111.14145,3111.14145
10.0.0.40,10.0.0.19,16,2960,8,1480,8,1480,9.039450699,0.168910993,70096.08901,70096.08901
10.0.0.40,10.0.0.48,24,4440,12,2220,12,2220,9.069642198,3.394886611,5231.397108,5231.397108
10.0.0.40,10.0.0.17,24,4440,12,2220,12,2220,9.202736737,0.921683081,19269.09625,19269.09625
10.0.0.40,10.0.0.24,16,2960,8,1480,8,1480,9.564586782,1.687924033,7014.533693,7014.533693
10.0.0.40,10.0.0.42,24,4440,12,2220,12,2220,9.564589697,3.166562628,5608.60532,5608.60532
10.0.0.40,10.0.0.27,24,4440,12,2220,12,2220,9.693225342,2.90132028,6121.35107,6121.35107
10.0.0.40,10.0.0.45,24,4440,12,2220,12,2220,9.980312573,2.170078515,8184.035682,8184.035682
10.0.0.40,10.0.0.14,24,4440,12,2220,12,2220,10.56121035,0.575215307,30875.39532,30875.39532
10.0.0.40,10.0.0.38,8,1480,4,740,4,740,11.78229947,0.13572009,43619.18711,43619.18711
10.0.0.40,10.0.0.22,16,2960,8,1480,8,1480,11.98600812,0.852723602,13884.92118,13884.92118
10.0.0.41,10.0.0.28,24,4440,12,2220,12,2220,5.693303478,4.748032651,3740.496603,3740.496603
10.0.0.41,10.0.0.45,24,4440,12,2220,12,2220,5.693313062,4.493136227,3952.695646,3952.695646
10.0.0.41,10.0.0.25,16,2960,8,1480,8,1480,5.828697607,4.092093523,2893.384507,2893.384507
10.0.0.41,10.0.0.37,8,1480,4,740,4,740,6.226741683,2.129319957,2780.230364,2780.230364
10.0.0.41,10.0.0.19,16,2960,8,1480,8,1480,6.382171969,3.28455043,3604.755126,3604.755126
10.0.0.41,10.0.0.44,24,4440,12,2220,12,2220,6.695446675,3.727779696,4764.230037,4764.230037
10.0.0.41,10.0.0.30,24,4440,12,2220,12,2220,7.556754983,2.248115644,7899.949474,7899.949474
10.0.0.41,10.0.0.33,24,4440,12,2220,12,2220,7.573117568,1.165676629,15235.78629,15235.78629
10.0.0.41,10.0.0.47,24,4440,12,2220,12,2220,7.632618673,3.510538342,5059.053134,5059.053134
10.0.0.41,10.0.0.40,8,1480,4,740,4,740,8.324206569,2.748250295,2154.097831,2154.097831
10.0.0.41,10.0.0.26,24,4440,12,2220,12,2220,8.505001461,2.637218691,6734.36756,6734.36756
10.0.0.41,10.0.0.15,24,4440,12,2220,12,2220,8.905213598,0.959849387,18502.90289,18502.90289
10.0.0.41,10.0.0.27,24,4440,12,2220,12,2220,9.693221944,1.231881628,14416.96961,14416.96961
10.0.0.41,10.0.0.13,24,4440,12,2220,12,2220,10.02912967,1.827911024,9716.009022,9716.009022
10.0.0.41,10.0.0.16,24,4440,12,2220,12,2220,10.31230776,1.031522419,17217.27,17217.27
10.0.0.41,10.0.0.49,24,4440,12,2220,12,2220,11.00136561,1.149018135,15456.6751,15456.6751
10.0.0.41,10.0.0.23,16,2960,8,1480,8,1480,11.20934185,0.850414146,13922.62823,13922.62823
10.0.0.41,10.0.0.43,24,4440,12,2220,12,2220,11.64520668,0.819335625,21676.09885,21676.09885
10.0.0.42,10.0.0.24,16,2960,8,1480,8,1480,5.683896508,6.609223722,1791.435802,1791.435802
10.0.0.42,10.0.0.16,24,4440,12,2220,12,2220,5.899390148,4.179669975,4249.139312,4249.139312
10.0.0.42,10.0.0.28,24,4440,12,2220,12,2220,5.899452564,4.014459729,4424.007513,4424.007513
10.0.0.42,10.0.0.44,8,1480,4,740,4,740,5.986171196,2.173336132,2723.922873,2723.922873
10.0.0.42,10.0.0.48,8,1480,4,740,4,740,6.011730074,4.287249393,1380.838728,1380.838728
10.0.0.42,10.0.0.35,24,4440,12,2220,12,2220,6.036217113,1.993389342,8909.448659,8909.448659
10.0.0.42,10.0.0.45,8,1480,4,740,4,740,6.279993454,5.060009582,1169.958259,1169.958259
10.0.0.42,10.0.0.18,16,2960,8,1480,8,1480,6.391288515,4.688462179,2525.348301,2525.348301
10.0.0.42,10.0.0.26,24,4440,12,2220,12,2220,6.447640541,1.001015629,17741.98073,17741.98073
10.0.0.42,10.0.0.17,24,4440,12,2220,12,2220,6.447643532,2.185202455,8127.393395,8127.393395
10.0.0.42,10.0.0.39,24,4440,12,2220,12,2220,6.854009428,2.039240404,8709.125204,8709.125204
10.0.0.42,10.0.0.22,16,2960,8,1480,8,1480,7.144901075,0.19183651,61719.22123,61719.22123
10.0.0.42,10.0.0.10,24,4440,12,2220,12,2220,7.337558982,4.754209598,3735.636731,3735.636731
10.0.0.42,10.0.0.46,8,1480,4,740,4,740,8.183765912,3.125739757,1893.95166,1893.95166
10.0.0.42,10.0.0.41,24,4440,12,2220,12,2220,8.324856141,2.561900869,6932.352541,6932.352541
10.0.0.42,10.0.0.23,16,2960,8,1480,8,1480,8.515072302,2.947423831,4017.067337,4017.067337
10.0.0.42,10.0.0.36,24,4440,12,2220,12,2220,9.190693733,1.005803751,17657.52015,17657.52015
10.0.0.42,10.0.0.25,16,2960,8,1480,8,1480,9.758298714,1.321473107,8959.698035,8959.698035
10.0.0.42,10.0.0.15,24,4440,12,2220,12,2220,9.804473712,3.155195946,5628.810478,5628.810478
10.0.0.42,10.0.0.29,24,4440,12,2220,12,2220,10.04765238,2.088436752,8503.968331,8503.968331
10.0.0.42,10.0.0.11,24,4440,12,2220,12,2220,10.84505665,1.37596536,12907.30168,12907.30168
10.0.0.43,10.0.0.21,16,2960,8,1480,8,1480,5.006927662,6.7006418,1766.994917,1766.994917
10.0.0.43,10.0.0.17,24,4440,12,2220,12,2220,5.307063576,1.872004458,9487.156894,9487.156894
10.0.0.43,10.0.0.38,24,4440,12,2220,12,2220,5.683917422,0.598326761,29682.7773,29682.7773
10.0.0.43,10.0.0.11,24,4440,12,2220,12,2220,6.112336063,3.966732817,4477.236259,4477.236259
10.0.0.43,10.0.0.29,24,4440,12,2220,12,2220,6.325362686,4.11585421,4315.021644,4315.021644
10.0.0.43,10.0.0.15,24,4440,12,2220,12,2220,6.576315173,5.280703322,3363.18837,3363.18837
10.0.0.43,10.0.0.30,24,4440,12,2220,12,2220,6.576420152,0.137600483,129069.3144,129069.3144
10.0.0.43,10.0.0.31,24,4440,12,2220,12,2220,6.930653014,1.032726311,17197.19911,17197.19911
10.0.0.43,10.0.0.18,16,2960,8,1480,8,1480,6.97178961,0.527207236,22457.96186,22457.96186
10.0.0.43,10.0.0.33,24,4440,12,2220,12,2220,7.180765707,5.657663362,3139.105115,3139.105115
10.0.0.43,10.0.0.37,24,4440,12,2220,12,2220,7.337640398,0.772183978,22999.70021,22999.70021
10.0.0.43,10.0.0.13,24,4440,12,2220,12,2220,7.33765734,0.398315372,44587.78458,44587.78458
10.0.0.43,10.0.0.39,24,4440,12,2220,12,2220,7.652573547,3.876355391,4581.623254,4581.623254
10.0.0.43,10.0.0.26,24,4440,12,2220,12,2220,7.781666206,0.855837069,20751.61341,20751.61341
10.0.0.43,10.0.0.12,24,4440,12,2220,12,2220,7.876245464,0.96150297,18471.08179,18471.08179
10.0.0.43,10.0.0.28,24,4440,12,2220,12,2220,8.324865248,3.667976005,4841.907356,4841.907356
10.0.0.43,10.0.0.25,16,2960,8,1480,8,1480,8.375238756,3.812020619,3105.964312,3105.964312
10.0.0.43,10.0.0.47,8,1480,4,740,4,740,8.515036651,0.263234502,22489.45315,22489.45315
10.0.0.43,10.0.0.40,24,4440,12,2220,12,2220,8.631097174,4.32942453,4102.161818,4102.161818
10.0.0.43,10.0.0.27,24,4440,12,2220,12,2220,8.759438276,1.148115608,15468.82551,15468.82551
10.0.0.43,10.0.0.42,8,1480,4,740,4,740,8.908831913,1.120942589,5281.269583,5281.269583
10.0.0.43,10.0.0.48,8,1480,4,740,4,740,9.756013588,1.738282563,3405.660349,3405.660349
10.0.0.43,10.0.0.32,24,4440,12,2220,12,2220,10.97883527,1.157283179,15346.28717,15346.28717
10.0.0.43,10.0.0.10,24,4440,12,2220,12,2220,11.49345566,0.727540379,24411.01623,24411.01623
10.0.0.44,10.0.0.19,16,2960,8,1480,8,1480,5.006924349,7.178657904,1649.333365,1649.333365
10.0.0.44,10.0.0.25,16,2960,8,1480,8,1480,5.091504183,4.713429807,2511.971215,2511.971215
10.0.0.44,10.0.0.27,24,4440,12,2220,12,2220,5.636397574,2.144515591,8281.590525,8281.590525
10.0.0.44,10.0.0.33,24,4440,12,2220,12,2220,5.636426264,4.915383924,3613.146048,3613.146048
10.0.0.44,10.0.0.39,24,4440,12,2220,12,2220,5.985908945,6.879516748,2581.576679,2581.576679
10.0.0.44,10.0.0.23,16,2960,8,1480,8,1480,6.105001091,0.220622621,53666.30106,53666.30106
10.0.0.44,10.0.0.21,16,2960,8,1480,8,1480,6.105061816,5.231850109,2263.061776,2263.061776
10.0.0.44,10.0.0.49,8,1480,4,740,4,740,6.660434734,0.816343641,7251.848,7251.848
10.0.0.44,10.0.0.13,24,4440,12,2220,12,2220,6.988617782,2.775470186,6398.915791,6398.915791
10.0.0.44,10.0.0.18,16,2960,8,1480,8,1480,7.288458593,4.661522808,2539.942523,2539.942523
10.0.0.44,10.0.0.38,24,4440,12,2220,12,2220,7.337830835,5.008868988,3545.710627,3545.710627
10.0.0.44,10.0.0.47,8,1480,4,740,4,740,7.358514147,4.856858414,1218.89491,1218.89491
10.0.0.44,10.0.0.46,8,1480,4,740,4,740,7.616485507,1.424748233,4155.120086,4155.120086
10.0.0.44,10.0.0.20,16,2960,8,1480,8,1480,7.876241937,0.449358322,26348.68304,26348.68304
10.0.0.44,10.0.0.35,24,4440,12,2220,12,2220,8.159388743,2.779158567,6390.423422,6390.423422
10.0.0.44,10.0.0.17,24,4440,12,2220,12,2220,8.211493777,1.695153903,10476.92482,10476.92482
10.0.0.44,10.0.0.24,16,2960,8,1480,8,1480,8.690786819,1.481810568,7990.225104,7990.225104
10.0.0.44,10.0.0.43,8,1480,4,740,4,740,9.040893741,0.418870008,14133.26303,14133.26303
10.0.0.44,10.0.0.12,24,4440,12,2220,12,2220,10.48890487,2.54888324,6967.757378,6967.757378
10.0.0.44,10.0.0.34,24,4440,12,2220,12,2220,10.67750964,1.635852752,10856.72288,10856.72288
10.0.0.44,10.0.0.14,24,4440,12,2220,12,2220,11.65038351,1.205658536,14730.53893,14730.53893
10.0.0.45,10.0.0.43,8,1480,4,740,4,740,5.016291881,3.579975165,1653.642756,1653.642756
10.0.0.45,10.0.0.29,24,4440,12,2220,12,2220,5.899449497,3.007789022,5904.669467,5904.669467
10.0.0.45,10.0.0.11,24,4440,12,2220,12,2220,6.112328748,2.878349663,6170.2024,6170.2024
10.0.0.45,10.0.0.19,16,2960,8,1480,8,1480,6.391291526,5.686556404,2082.103677,2082.103677
10.0.0.45,10.0.0.48,8,1480,4,740,4,740,6.853991767,3.704106465,1598.2262,1598.2262
10.0.0.45,10.0.0.23,16,2960,8,1480,8,1480,6.971756114,0.193913158,61058.2599,61058.2599
10.0.0.45,10.0.0.28,24,4440,12,2220,12,2220,7.180769653,2.433826803,7297.150306,7297.150306
10.0.0.45,10.0.0.15,24,4440,12,2220,12,2220,7.20792239,2.871153267,6185.667691,6185.667691
10.0.0.45,10.0.0.49,8,1480,4,740,4,740,7.581429128,4.609083691,1284.420157,1284.420157
10.0.0.45,10.0.0.33,24,4440,12,2220,12,2220,7.616479395,2.824232539,6288.434028,6288.434028
10.0.0.45,10.0.0.34,24,4440,12,2220,12,2220,8.515049179,0.378033605,46979.95037,46979.95037
10.0.0.45,10.0.0.18,16,2960,8,1480,8,1480,8.58846879,1.019635573,11611.99189,11611.99189
10.0.0.45,10.0.0.20,16,2960,8,1480,8,1480,9.581741673,3.012813712,3929.881211,3929.881211
10.0.0.45,10.0.0.44,8,1480,4,740,4,740,9.908151524,0.140900164,42015.56501,42015.56501
10.0.0.45,10.0.0.38,24,4440,12,2220,12,2220,10.97882783,0.39361913,45119.75828,45119.75828
10.0.0.46,10.0.0.35,24,4440,12,2220,12,2220,5.13944337,1.243509696,14282.15643,14282.15643
10.0.0.46,10.0.0.41,24,4440,12,2220,12,2220,5.1394471,4.939524113,3595.488066,3595.488066
10.0.0.46,10.0.0.12,24,4440,12,2220,12,2220,5.683891082,4.512678308,3935.578561,3935.578561
10.0.0.46,10.0.0.32,24,4440,12,2220,12,2220,5.683907467,1.13867858,15597.02651,15597.02651
10.0.0.46,10.0.0.15,24,4440,12,2220,12,2220,5.683913542,5.961904307,2978.913965,2978.913965
10.0.0.46,10.0.0.11,24,4440,12,2220,12,2220,5.72387088,6.407060165,2771.94213,2771.94213
10.0.0.46,10.0.0.25,16,2960,8,1480,8,1480,6.105054804,2.973524076,3981.807343,3981.807343
10.0.0.46,10.0.0.22,16,2960,8,1480,8,1480,6.325396103,4.754361936,2490.34469,2490.34469
10.0.0.46,10.0.0.13,24,4440,12,2220,12,2220,6.455219287,0.481508578,36884.07811,36884.07811
10.0.0.46,10.0.0.33,24,4440,12,2220,12,2220,6.715402038,5.631211827,3153.850458,3153.850458
10.0.0.46,10.0.0.29,24,4440,12,2220,12,2220,7.144881136,4.991217636,3558.249969,3558.249969
10.0.0.46,10.0.0.16,24,4440,12,2220,12,2220,7.337630379,1.569867669,11313.05546,11313.05546
10.0.0.46,10.0.0.37,24,4440,12,2220,12,2220,7.337636941,5.500550969,3228.767463,3228.767463
10.0.0.46,10.0.0.45,8,1480,4,740,4,740,7.896036185,3.814203543,1552.093362,1552.093362
10.0.0.46,10.0.0.28,24,4440,12,2220,12,2220,8.908811151,2.948059336,6024.302083,6024.302083
10.0.0.46,10.0.0.43,8,1480,4,740,4,740,9.001953992,2.307503466,2565.543275,2565.543275
10.0.0.46,10.0.0.26,24,4440,12,2220,12,2220,9.080574563,0.534039536,33255.96478,33255.96478
10.0.0.46,10.0.0.18,16,2960,8,1480,8,1480,10.97885584,1.314223755,9009.120369,9009.120369
10.0.0.46,10.0.0.36,24,4440,12,2220,12,2220,12.46441621,0.632717437,28069.40186,28069.40186
10.0.0.47,10.0.0.23,16,2960,8,1480,8,1480,5.096813059,7.046324091,1680.308746,1680.308746
10.0.0.47,10.0.0.38,24,4440,12,2220,12,2220,5.261762436,7.051396822,2518.649914,2518.649914
10.0.0.47,10.0.0.15,24,4440,12,2220,12,2220,5.57612963,5.126453407,3464.383384,3464.383384
10.0.0.47,10.0.0.42,8,1480,4,740,4,740,5.636411295,5.188679718,1140.945351,1140.945351
10.0.0.47,10.0.0.18,16,2960,8,1480,8,1480,6.211908367,5.250555714,2254.999403,2254.999403
10.0.0.47,10.0.0.49,8,1480,4,740,4,740,6.279990265,1.548548873,3822.933911,3822.933911
10.0.0.47,10.0.0.34,24,4440,12,2220,12,2220,6.31318687,1.583076163,11218.66428,11218.66428
10.0.0.47,10.0.0.46,8,1480,4,740,4,740,6.576441506,1.45329757,4073.494735,4073.494735
10.0.0.47,10.0.0.22,16,2960,8,1480,8,1480,6.66044087,6.177939584,1916.496566,1916.496566
10.0.0.47,10.0.0.39,24,4440,12,2220,12,2220,6.971809691,1.935569494,9175.594085,9175.594085
10.0.0.47,10.0.0.17,24,4440,12,2220,12,2220,7.743523015,1.164013644,15257.55312,15257.55312
10.0.0.47,10.0.0.20,16,2960,8,1480,8,1480,8.426743455,1.32622838,8927.572489,8927.572489
10.0.0.47,10.0.0.26,24,4440,12,2220,12,2220,8.759441757,4.284851588,4144.834339,4144.834339
10.0.0.47,10.0.0.14,24,4440,12,2220,12,2220,9.444808265,0.868825512,20441.3887,20441.3887
10.0.0.47,10.0.0.10,24,4440,12,2220,12,2220,9.58171797,2.764858553,6423.475075,6423.475075
10.0.0.47,10.0.0.28,24,4440,12,2220,12,2220,9.581731439,2.75284801,6451.500386,6451.500386
10.0.0.47,10.0.0.45,8,1480,4,740,4,740,10.04765551,1.292354888,4580.785088,4580.785088
10.0.0.47,10.0.0.13,24,4440,12,2220,12,2220,10.1235944,2.201728857,8066.388349,8066.388349
10.0.0.47,10.0.0.35,24,4440,12,2220,12,2220,10.48889923,1.077381551,16484.41073,16484.41073
10.0.0.47,10.0.0.11,24,4440,12,2220,12,2220,11.82002466,0.526498266,33732.30483,33732.30483
10.0.0.47,10.0.0.30,24,4440,12,2220,12,2220,12.46440948,0.645149916,27528.48533,27528.48533
10.0.0.48,10.0.0.47,8,1480,4,740,4,740,5.016298461,1.91459468,3092.038258,3092.038258
10.0.0.48,10.0.0.13,24,4440,12,2220,12,2220,5.296322686,3.694362998,4807.324026,4807.324026
10.0.0.48,10.0.0.31,24,4440,12,2220,12,2220,5.333451097,1.002628573,17713.43893,17713.43893
10.0.0.48,10.0.0.44,8,1480,4,740,4,740,5.455193854,2.503420726,2364.764316,2364.764316
10.0.0.48,10.0.0.14,24,4440,12,2220,12,2220,5.556480852,3.351043546,5299.841603,5299.841603
10.0.0.48,10.0.0.27,24,4440,12,2220,12,2220,5.556492846,0.997486994,17804.74343,17804.74343
10.0.0.48,10.0.0.28,24,4440,12,2220,12,2220,5.691538924,5.644891905,3146.207279,3146.207279
10.0.0.48,10.0.0.41,24,4440,12,2220,12,2220,5.723873988,2.809095995,6322.31865,6322.31865
10.0.0.48,10.0.0.30,24,4440,12,2220,12,2220,6.504214265,5.299923767,3350.991595,3350.991595
10.0.0.48,10.0.0.18,16,2960,8,1480,8,1480,6.813201223,0.116007463,102062.3992,102062.3992
10.0.0.48,10.0.0.46,8,1480,4,740,4,740,6.813205343,0.663589171,8921.18235,8921.18235
10.0.0.48,10.0.0.17,24,4440,12,2220,12,2220,7.207941399,0.528158473,33626.27111,33626.27111
10.0.0.48,10.0.0.33,24,4440,12,2220,12,2220,7.616472761,1.587705518,11185.95344,11185.95344
10.0.0.48,10.0.0.38,24,4440,12,2220,12,2220,7.743519782,1.330355534,13349.8148,13349.8148
10.0.0.48,10.0.0.24,16,2960,8,1480,8,1480,9.458257809,0.714350337,16574.50048,16574.50048
10.0.0.48,10.0.0.10,24,4440,12,2220,12,2220,10.82890503,2.027129912,8761.155314,8761.155314
10.0.0.49,10.0.0.43,8,1480,4,740,4,740,5.160452524,1.98789634,2978.022486,2978.022486
10.0.0.49,10.0.0.24,16,2960,8,1480,8,1480,5.474473776,2.555181909,4633.720972,4633.720972
10.0.0.49,10.0.0.46,8,1480,4,740,4,740,5.63642022,1.437158265,4119.240131,4119.240131
10.0.0.49,10.0.0.33,24,4440,12,2220,12,2220,5.636423216,3.567769089,4977.900631,4977.900631
10.0.0.49,10.0.0.25,16,2960,8,1480,8,1480,5.68381197,2.823470849,4193.420309,4193.420309
10.0.0.49,10.0.0.15,24,4440,12,2220,12,2220,5.683910615,2.948916938,6022.5501,6022.5501
10.0.0.49,10.0.0.26,24,4440,12,2220,12,2220,5.723866859,0.871468675,20379.39,20379.39
10.0.0.49,10.0.0.32,24,4440,12,2220,12,2220,6.011733893,2.625788602,6763.682342,6763.682342
10.0.0.49,10.0.0.40,24,4440,12,2220,12,2220,6.11228306,1.897768244,9358.36083,9358.36083
10.0.0.49,10.0.0.27,24,4440,12,2220,12,2220,6.211896467,2.784606659,6377.920538,6377.920538
10.0.0.49,10.0.0.16,24,4440,12,2220,12,2220,6.229595084,6.116952717,2903.406454,2903.406454
10.0.0.49,10.0.0.34,24,4440,12,2220,12,2220,6.576406953,4.760004696,3731.088756,3731.088756
10.0.0.49,10.0.0.48,8,1480,4,740,4,740,6.576446468,5.074297397,1166.663981,1166.663981
10.0.0.49,10.0.0.42,8,1480,4,740,4,740,6.930649382,1.231240907,4808.157337,4808.157337
10.0.0.49,10.0.0.37,24,4440,12,2220,12,2220,7.164596838,4.401790076,4034.722168,4034.722168
10.0.0.49,10.0.0.20,16,2960,8,1480,8,1480,8.013349694,4.825057747,2453.856642,2453.856642
10.0.0.49,10.0.0.30,24,4440,12,2220,12,2220,8.908834913,0.705745027,25164.89571,25164.89571
10.0.0.49,10.0.0.10,24,4440,12,2220,12,2220,9.080563677,0.507267507,35011.11298,35011.11298
10.0.0.49,10.0.0.11,24,4440,12,2220,12,2220,9.190451778,3.120886995,5690.689867,5690.689867
10.0.0.49,10.0.0.39,24,4440,12,2220,12,2220,9.611883119,0.467109843,38021.03566,38021.03566
10.0.0.49,10.0.0.28,24,4440,12,2220,12,2220,10.17698346,1.363721082,13023.19091,13023.19091
10.0.0.49,10.0.0.12,24,4440,12,2220,12,2220,10.55791699,0.999376693,17771.07684,17771.07684
127.0.0.1,127.0.0.1,61247,8649795,61247,8649795,0,0,0,64.98540704,1064829.216,0
